name,BUILDING,STREET,zip code,PHONE,object,,,
nothing heavy,210,10 ave,10011,2129240011,548,,,
don giovanni restaurant,214,10 ave,10011,2122429054,549,,,
drunken horse,225,10 ave,10011,2126040505,550,,,
the red cat,227,10 ave,10011,2122421122,551,,,
trestle on tenthrocket pig,242,10 ave,10001,2126455659,552,,,
bottino,248,10 ave,10001,2122066766,553,,,
subway,250,10 ave,10001,2126755925,554,,,
pepe giallo,253,10 ave,10001,2122426055,556,,,
chop shop,254,10 ave,10001,2128200333,558,,,
cabo rojo restaurant,254,10 ave,10001,2122421202,557,,,
pizza cafe,256,10 ave,10001,2123669222,559,,,
avenues the world school,259,10 ave,10001,6466640990,560,,,
marquee,289,10 ave,10001,6464730202,561,,,
porteno,299,10 ave,10001,2126959694,563,,,
bongo,299,10 ave,10001,2129473654,562,,,
chelsea deli pizza,301,10 ave,10001,2122440500,564,,,
punjabi food junction,301,10 ave,10001,2125640745,565,,,
death ave,315,10 ave,10001,2126958080,566,,,
savory sweet,398,10 ave,10001,2129675795,567,,,
mcdonalds,427,10 ave,10001,2125647115,569,,,
the hudson bar room,444,10 ave,10001,3477121097,570,,,
friedmans,450,10 ave,10018,2122681100,571,,,
hudson yards cafe,450,10 ave,10018,2122394606,572,,,
dunkin donuts,466,10 ave,10018,2125647613,573,,,
the cafe grind,477,10 ave,10018,2122794100,574,,,
health sos,483,10 ave,10018,9144001500,575,,,
clyde fraziers wine and dine,485,10 ave,10018,2128421110,576,,,
gold rush bar grill,493,10 ave,10018,2122445165,577,,,
fika,566,10 ave,10036,2122390500,578,,,
green fig,570,10 ave,10036,2122355190,580,,,
social terrace,570,10 ave,10036,9172396560,581,,,
dohyo at yotel new york,570,10 ave,10036,6464497790,579,,,
mr biggs bar and grill,596,10 ave,10036,2122462030,582,,,
west side steakhouse,597,10 ave,10036,2125644803,584,,,
gourmet wok,597,10 ave,10036,2129476771,583,,,
claudio pizza,598,10 ave,10036,2125863145,585,,,
landsdowne road,599,10 ave,10036,2122398020,586,,,
pio pio,604,10 ave,10036,2124592929,587,,,
meme,607,10 ave,10036,9172620827,589,,,
gold star deli,607,10 ave,10036,2125645701,588,,,
dunkin donuts baskin robbins,610,10 ave,10036,2122472400,590,,,
44 x hells kitchen,622,10 ave,10036,2129771170,591,,,
44 12,626,10 ave,10036,2123994450,592,,,
hallo berlin,626,10 ave,10036,2129771944,594,,,
the marshal,628,10 ave,10036,2125826300,595,,,
lali restaurant,630,10 ave,10036,6462474023,597,,,
new kam wei,630,10 ave,10036,2125821799,599,,,
felix coffee shop,630,10 ave,10036,2126641507,596,,,
lucky wok,630,10 ave,10036,2129562233,598,,,
the pony bar,637,10 ave,10036,2125862707,601,,,
clinton grille,637,10 ave,10036,2123154690,600,,,
kiabacca bar,639,10 ave,10036,2126494675,602,,,
hells chicken,641,10 ave,10036,2127571120,603,,,
siri thai,641,10 ave,10036,2122454601,604,,,
dianne elisabeth,644,10 ave,10036,9179038569,606,,,
wmw restaurant group,644,10 ave,10036,9174727808,608,,,
olieng thai cuisine,644,10 ave,10036,2123079388,607,,,
queen of sheba,650,10 ave,10036,2123970610,610,,,
le bon choix,652,10 ave,10036,2122620100,611,,,
tulcingo restaurant,665,10 ave,10036,2122625510,612,,,
fast eddies,667,10 ave,10036,6464498604,613,,,
kahva,667,10 ave,10036,6466494503,614,,,
anejo,668,10 ave,10036,2129204770,615,,,
havana social,688,10 ave,10019,2129562155,616,,,
punjabi tadka,688,10 ave,10019,2129560185,617,,,
muscle maker grill,691,10 ave,10036,2127571010,620,,,
nano,691,10 ave,10036,6466494678,621,,,
brothers halal foods,691,10 ave,10036,2127571963,618,,,
ds pizzeria,691,10 ave,10036,2122455858,619,,,
perdition,692,10 ave,10019,2125825660,622,,,
food king chinese restaurant,694,10 ave,10019,2123076701,623,,,
tehuitzingo,695,10 ave,10036,2123975956,624,,,
new york sals pizzeria,696,10 ave,10019,2122473605,625,,,
on the rocks,696,10 ave,10019,2122472055,626,,,
hardware bar,697,10 ave,10036,2129249885,627,,,
desi deli,724,10 ave,10019,2123999007,628,,,
abitinos pizza,730,10 ave,10019,2125431234,630,,,
fat sals,730,10 ave,10019,2125416900,631,,,
as is,734,10 ave,10019,6468581153,632,,,
el original,735,10 ave,10019,9173825512,634,,,
1050 restaurant,735,10 ave,10019,2124450149,633,,,
the waylon,736,10 ave,10019,2122650010,636,,,
druids,736,10 ave,10019,2123076410,635,,,
1 2 3 burger shot beer,738,10 ave,10019,2123150123,637,,,
mocu mocu,746,10 ave,10019,2127650197,638,,,
subway,747,10 ave,10019,2122659189,639,,,
heng heng,752,10 ave,10019,2127657800,640,,,
kare thai,752,10 ave,10019,2127657800,641,,,
mariachi mexico,752,10 ave,10019,2124593639,642,,,
city slice,754,10 ave,10019,2122622260,643,,,
happy joy,760,10 ave,10019,2123075215,644,,,
alana bar cafe,764,10 ave,10019,2125860888,646,,,
10th avenue restaurant deli,764,10 ave,10019,2127575345,645,,,
crispins,764,10 ave,10019,2125860888,647,,,
taboon,773,10 ave,10019,2127130271,648,,,
dunkin donuts baskin robbins,815,10 ave,10019,6466614262,650,,,
mamasita bar,818,10 ave,10019,2123159444,651,,,
white oak oyster bar cocktail lounge,818,10 ave,10019,6466929347,652,,,
inti nyc,820,10 ave,10019,6465969216,653,,,
fika,824,10 ave,10019,6464907650,654,,,
10th avenue gourmet,829,10 ave,10019,2125417880,655,,,
subway,852,10 ave,10019,7324290891,656,,,
han,854,10 ave,10019,2127078111,657,,,
new china restaurant,854,10 ave,10019,2125810239,658,,,
thailand restaurant,856,10 ave,10019,2129578818,659,,,
fresco tortillas,858,10 ave,10019,2124895007,661,,,
le soleil restaurant,858,10 ave,10019,2125816059,662,,,
brosky judy,858,10 ave,10019,6466924534,660,,,
bei jing chinese foods,860,10 ave,10019,2122626162,663,,,
rubbis restaurant,862,10 ave,10019,2127573707,664,,,
rex,864,10 ave,10019,9176897320,665,,,
jakes saloon,875,10 ave,10019,2123333100,666,,,
ocean dragon,877,10 ave,10019,2122457210,668,,,
turmeric nyc,877,10 ave,10019,2123991010,669,,,
fresco 57,881,10 ave,10019,2129776707,671,,,
justinos,881,10 ave,10019,2125821222,672,,,
cosmic burgers salads,881,10 ave,10019,2129776717,670,,,
boston market,885,10 ave,10019,2122624694,673,,,
a a deli,886,10 ave,10019,2123155569,674,,,
strokos pizza deli,888,10 ave,10019,2125816262,675,,,
greek kitchen,889,10 ave,10019,2125814300,676,,,
la minita restaurant,3855,10 ave,10034,2125690777,677,,,
floridita restaurant uptown 2 inc,3856,10 ave,10034,2125674848,679,,,
el mirador,3856,10 ave,10034,2123044381,678,,,
the tulcingo azteca,3861,10 ave,10034,2125676028,680,,,
ten tan chinese restaurant,3864,10 ave,10034,2123040330,681,,,
la lomita mexican deli,3868,10 ave,10034,2125679330,684,,,
dannys donut,3868,10 ave,10034,2125679355,683,,,
jimbos hamburger,3869,10 ave,10034,2129421642,685,,,
dunkin donuts,3936,10 ave,10034,2129424351,686,,,
made in mexico,3950,10 ave,10034,6467264849,687,,,
viale,3950,10 ave,10034,6469129658,688,,,
playroom nyc,3964,10 ave,10034,6466237900,689,,,
cafe sahara,4026,10 ave,10034,6468820169,690,,,
nuevo sabor restaurant,4032,10 ave,10034,2125671515,691,,,
the park,118122,10 ave,10011,2123523313,533,,,
current,111,11 ave,10011,2123366144,693,,,
porchlight,271,11 ave,10001,2129816188,694,,,
river diner inc,452,11 ave,10018,2128681364,695,,,
la vela dining and bar,558,11 ave,10036,2126952112,696,,,
market diner,572,11 ave,10036,2122442888,697,,,
mcquaids,589,11 ave,10036,2125826359,698,,,
ample hills creamery,600,11 ave,10036,2125829354,699,,,
blue bottle coffee,600,11 ave,10036,5106533394,700,,,
choza taqueria,600,11 ave,10036,2125325353,701,,,
corner slice located inside gotham west market on 45 st 11th ave,600,11 ave,10036,2129569339,702,,,
el colmado,600,11 ave,10036,6462462182,704,,,
genuine roadside,600,11 ave,10036,2125827941,705,,,
indie fresh,600,11 ave,10036,9179713738,707,,,
ivan ramen slurp shop,600,11 ave,10036,2125827942,708,,,
the cannibal,600,11 ave,10036,2126865480,709,,,
uma temakeria,600,11 ave,10036,9173705883,710,,,
court street grocers,600,11 ave,10036,6463387632,703,,,
gotham west market,600,11 ave,10036,2125827940,706,,,
daisy mays bbq,623,11 ave,10036,2129771500,712,,,
landmark tavern,626,11 ave,10036,2122472562,713,,,
ogilvy mather,636,11 ave,10036,2122375301,714,,,
print,653,11 ave,10036,2127572294,715,,,
american retro bar grill,714,11 ave,10019,2122452203,716,,,
bull mccabes,714,11 ave,10019,2122478474,717,,,
la boite,724,11 ave,10019,2122474407,719,,,
subway,735,11 ave,10019,2125825800,720,,,
il baretto,750,11 ave,10019,2127572270,721,,,
print restaurant,750,11 ave,10019,2127572701,722,,,
mission china,520,12 ave,10036,2125642268,725,,,
pd ohurleys,557,12 ave,10036,2126436233,726,,,
olympic pier cafe,711,12 ave,10019,9179916636,727,,,
dinosaur barbque,2276,12 ave,10027,2126943777,728,,,
floridita restaurant,2276,12 ave,10027,2126620090,729,,,
solomon kuffs rum house,2331,12 ave,10027,2129399443,730,,,
pier 66 maritime,205207,12 ave,10001,2129896363,731,,,
red rooster,29,2 ave,10003,2126770004,733,,,
capitol sushi restaurant,29,2 ave,10003,2122283236,732,,,
proto pizza,50,2 ave,10003,2124324044,735,,,
pak punjab deli,50,2 ave,10003,2126140107,734,,,
the bean,54,2 ave,10003,2122285020,736,,,
cellar 58,58,2 ave,10003,2124201300,737,,,
black ant,60,2 ave,10003,2125980300,738,,,
dempseys pub,61,2 ave,10003,2123880662,739,,,
jack dempsey restaurant,61,2 ave,10003,2124752729,740,,,
00co,65,2 ave,10003,2127771608,741,,,
la cerveceria,65,2 ave,10003,2127776965,743,,,
cremcaffe,65,2 ave,10003,2126745255,742,,,
queen vic,68,2 ave,10003,2122545766,745,,,
crem cafe,68,2 ave,10003,2129796848,744,,,
99 cent fresh pizza,71,2 ave,10003,2129673310,747,,,
anthony cafe,73,2 ave,10003,2125390966,748,,,
zaabver,75,2 ave,10003,2125059533,750,,,
sea,75,2 ave,10003,2122285505,749,,,
heart of india,77,2 ave,10003,2125980746,751,,,
nomad,78,2 ave,10003,2122535410,753,,,
india village,78,2 ave,10003,2126739673,752,,,
pizzeria,78,2 ave,10003,2127772419,754,,,
ballaro,79,2 ave,10003,2122282969,755,,,
madras cafe,79,2 ave,10003,2122548002,756,,,
cacio e vino,80,2 ave,10003,2122283269,757,,,
golden crepes,82,2 ave,10003,2122287730,758,,,
mission cafe,82,2 ave,10003,2125056616,759,,,
bareburger,85,2 ave,10003,2125108610,760,,,
coopers craft kitchen,87,2 ave,10003,6466062384,762,,,
frank,88,2 ave,10003,2124200202,763,,,
the kitchen sink,88,2 ave,10003,2124208050,764,,,
local 92,92,2 ave,10003,2124322232,765,,,
poetessa,92,2 ave,10003,2123870065,766,,,
575 pub on second,93,2 ave,10003,9177703962,767,,,
the cock,93,2 ave,10003,2127777987,768,,,
thailand cafe,95,2 ave,10003,2124771872,769,,,
mermaid inn,96,2 ave,10003,2126745870,770,,,
hou yi,97,2 ave,10003,2126258989,771,,,
bricklane curry house,99,2 ave,10003,2129792900,772,,,
med cafe,99,2 ave,10003,2124778754,773,,,
haveli indian restaurant,100,2 ave,10003,2129820533,774,,,
mighty quinns barbeque,103,2 ave,10003,2126773733,776,,,
hot kitchen,104,2 ave,10003,2122283090,779,,,
lions beer store,104,2 ave,10003,2124750595,780,,,
spice,104,2 ave,10003,2125338900,781,,,
baluchis,104,2 ave,10003,2127806000,777,,,
bamboo house,104,2 ave,10003,2122543502,778,,,
cafe mocha,116,2 ave,10003,2122531046,782,,,
san marzano,117,2 ave,10003,2127773600,784,,,
bar virage,118,2 ave,10003,2122530425,785,,,
pommes frites,123,2 ave,10003,2126741234,787,,,
sanbus sj deli,123,2 ave,10003,2122540838,788,,,
san loco,124,2 ave,10003,2122607948,790,,,
kenny fried chicken,124,2 ave,10003,2124261913,789,,,
bingbox snow cream,125,2 ave,10003,9176757454,791,,,
b h restaurant,127,2 ave,10003,2125058065,792,,,
the kati roll company,128,2 ave,10003,6463987710,793,,,
misoya,129,2 ave,10003,2126774825,795,,,
taqueria diana,129,2 ave,10003,6464227871,797,,,
hip hop chow,129,2 ave,10003,2126742469,794,,,
shangri la,129,2 ave,10003,2123877908,796,,,
pauls da burger joint,131,2 ave,10003,2125293033,798,,,
dallas bbq,132,2 ave,10003,2127775574,799,,,
fresco gelateria,138,2 ave,10003,2126776320,801,,,
ottos tacos,141,2 ave,10003,6466784018,803,,,
burritoville,141,2 ave,10003,2122603300,802,,,
veselka restaurant,144,2 ave,10003,2122289682,805,,,
starbucks,145,2 ave,10003,2127800027,806,,,
kingston hall,149,2 ave,10003,6462750461,808,,,
the 13th step,149,2 ave,10003,2122288020,810,,,
holy basil,149,2 ave,10003,2124605557,807,,,
telephone bar and grill,149,2 ave,10003,2125295000,809,,,
the copper still,151,2 ave,10003,6467612429,813,,,
barracuda bistro,151,2 ave,10003,2122536044,811,,,
ryans irish pub,151,2 ave,10003,2127809866,812,,,
16 handles,153,2 ave,10003,2122604414,814,,,
the thirsty scholar,155,2 ave,10003,2127776514,815,,,
biang,157,2 ave,10003,6462098242,817,,,
third rail coffee,159,2 ave,10003,2126197808,818,,,
nicoletta,160,2 ave,10003,2124321600,819,,,
farfasha,162,2 ave,10003,2125334875,820,,,
2nd avenue pizza,164,2 ave,10003,2126745286,821,,,
dinah restaurant,166,2 ave,10003,2129955437,822,,,
liquiteria,170,2 ave,10003,2123580300,823,,,
mamak,174,2 ave,10003,9174057868,825,,,
love mamak,174,2 ave,10003,3473945085,824,,,
bar veloce,175,2 ave,10003,2122603200,826,,,
kanoyama,175,2 ave,10003,2127775266,827,,,
numero 28 pizzeria,176,2 ave,10003,2127771555,828,,,
pangea restaurant,178,2 ave,10003,2129950900,829,,,
mimi chengs dumplings,179,2 ave,10003,2125332007,831,,,
cafe viva natural pizza,179,2 ave,10003,2124208801,830,,,
ninth ward,180,2 ave,10003,2129799273,832,,,
tsaion two,180,2 ave,10003,2124208280,833,,,
village east cinemas,181,2 ave,10003,2125297098,834,,,
cacio pepe,182,2 ave,10003,2125055931,835,,,
tompkins square bagels,184,2 ave,10003,7188109857,836,,,
dumpling go,188,2 ave,10003,2122288855,837,,,
shima restaurant,188,2 ave,10003,2122606303,838,,,
12 street ale house,192,2 ave,10003,2122532323,839,,,
juke bar,196,2 ave,10003,2122287464,840,,,
shoolbreds,197,2 ave,10003,2125290340,841,,,
little poland restaurant,200,2 ave,10003,2127779728,842,,,
momofuku ssam bar,207,2 ave,10003,2122543500,844,,,
durden,213,2 ave,10003,9175024837,846,,,
professor thoms,219,2 ave,10003,2122609480,848,,,
219 flamingo,219,2 ave,10003,2125332860,847,,,
finnertys,221,2 ave,10003,2126772655,849,,,
bait hook,231,2 ave,10003,2122608015,850,,,
posto,310,2 ave,10003,2127161200,851,,,
lantern thai,311,2 ave,10003,2127772770,853,,,
la follia,311,2 ave,10003,2124774100,852,,,
gramercy park bar,322,2 ave,10003,6464846948,854,,,
mid winter kitchen,327,2 ave,10003,2125058500,856,,,
capucines restaurant,327,2 ave,10003,2124608890,855,,,
andiamo pizza restaurant,343,2 ave,10003,2123588300,857,,,
ii forno pizza and pasta restaurant,343,2 ave,10003,2123588300,858,,,
malt and mold,362,2 ave,10010,6462380272,861,,,
pushcart coffee,362,2 ave,10010,6464768416,862,,,
8 th wonder juice bar,370,2 ave,10010,6468613929,863,,,
marcos restaurant,391,2 ave,10010,6464787322,865,,,
bao noodles,391,2 ave,10010,2127257770,864,,,
mc swiggans,393,2 ave,10010,2126833180,866,,,
orion diner grill,395,2 ave,10010,2125108733,868,,,
cosmos restaurant,395,2 ave,10010,2126791290,867,,,
mikes pizza,415,2 ave,10010,2125325196,870,,,
subway,421,2 ave,10010,2125322720,871,,,
love cafe and bar,430,2 ave,10010,2127797300,872,,,
the royal munkey,438,2 ave,10010,6468632249,874,,,
mexico lindo restaurant,459,2 ave,10010,2126793665,875,,,
patrizias of brooklyn,462,2 ave,10016,2125979999,876,,,
totonnos pizzeria napolitano,462,2 ave,10016,2122138800,877,,,
dunkin donuts baskin robbins,476,2 ave,10016,2126842173,878,,,
asia express,493,2 ave,10016,2126869888,879,,,
joey pepperoni,493,2 ave,10016,2122135558,880,,,
tong chinese restaurant,493,2 ave,10016,2126854522,881,,,
saharas turkish cuisine,513,2 ave,10016,2125327589,882,,,
dolcino,517,2 ave,10016,2124489505,883,,,
paddy reillys bar,519,2 ave,10016,2126861210,884,,,
vanguard wine bar,530,2 ave,10016,2124479463,886,,,
usa pizza,530,2 ave,10016,2126832999,885,,,
failte,531,2 ave,10016,2127259440,887,,,
profit chinese restaurant,538,2 ave,10016,2126850563,888,,,
water front ale house,540,2 ave,10016,2126964104,889,,,
arco japanese thai cuisine,547,2 ave,10016,2128899088,890,,,
mee noodle shop grill,547,2 ave,10016,2127791596,891,,,
lenas italian kitchen,551,2 ave,10016,6468465362,892,,,
amc theatres,570,2 ave,10016,2124470638,895,,,
grill fresh tortillas,573,2 ave,10016,2122529494,897,,,
fresh tortillas grill,573,2 ave,10016,2122529800,896,,,
albion,575,2 ave,10016,2126796799,898,,,
subway,577,2 ave,10016,2126853433,893,,,
hill and bay,581,2 ave,10016,2122455554,900,,,
la bella of new york,581,2 ave,10016,2126833889,901,,,
starbucks,585,2 ave,10016,2126841299,902,,,
dunkin donuts,601,2 ave,10016,2126833793,903,,,
benjamin,603,2 ave,10016,2128890750,904,,,
chipotle mexican grill,604,2 ave,10016,9172897052,905,,,
the coffee bean tea leaf,606,2 ave,10016,2122130050,908,,,
christinas,606,2 ave,10016,2128895169,907,,,
rockys pizzeria restaurant ii,607,2 ave,10016,2126834151,909,,,
rockys real italian restaurant,607,2 ave,10016,2126834080,910,,,
orange leaf,608,2 ave,10016,6466494707,911,,,
maison thai,625,2 ave,10016,6463902085,913,,,
ruay thai restaurant,625,2 ave,10016,2125457829,915,,,
new china v,625,2 ave,10016,2122133883,914,,,
baby bos burritos,627,2 ave,10016,2127792656,916,,,
garlic pizza bar,629,2 ave,10016,6465599500,917,,,
rosas pizza,629,2 ave,10016,2126844200,918,,,
eons greek,633,2 ave,10016,2126961234,919,,,
eons greek food for life,633,2 ave,10016,9178810197,920,,,
notaro,635,2 ave,10016,2126863400,921,,,
lan larb,637,2 ave,10016,2128891769,922,,,
gemini diner,641,2 ave,10016,2125322143,923,,,
profit chinese restaurant ii,643,2 ave,10016,2126898288,924,,,
j g deli,645,2 ave,10016,2012306561,925,,,
town house cafe restaurant,696,2 ave,10016,2125996254,926,,,
bravest,700,2 ave,10016,2126833766,927,,,
red mango,701,2 ave,10016,2128837630,928,,,
la rocca restaurant,710,2 ave,10016,2129536421,931,,,
cafe nireos,710,2 ave,10016,2125736400,930,,,
best wingers,711,2 ave,10016,2129730690,932,,,
six happiness,711,2 ave,10016,2129730885,934,,,
mayhem stout,711,2 ave,10016,2129861600,933,,,
six happiness chinese restaurant,711,2 ave,10016,2129730885,935,,,
sachi asian bistro,713,2 ave,10016,2122971800,936,,,
sachi asian thai,713,2 ave,10016,2122971880,937,,,
el pote espanol,718,2 ave,10016,2128896680,938,,,
saigon baguette,719,2 ave,10016,2128181188,940,,,
the spot,719,2 ave,10016,2128181188,941,,,
fresco tortillas bakery,719,2 ave,10016,2129727648,939,,,
aki sushi and grill,720,2 ave,10016,2129221168,942,,,
danish gourmet grill,721,2 ave,10016,3475313741,943,,,
mcdonalds,729,2 ave,10016,2126867124,944,,,
abitinos pizza,733,2 ave,10016,2126611919,945,,,
tuttles,735,2 ave,10016,7188875879,946,,,
cookie do,737,2 ave,10016,3148526298,947,,,
dunkin donuts,737,2 ave,10016,2126812484,948,,,
subway,739,2 ave,10016,2128677010,949,,,
dunkin donuts baskin robbins,745,2 ave,10016,2126812482,950,,,
765 food market,765,2 ave,10017,2126976080,952,,,
pazzo pizza,766,2 ave,10017,2122337120,954,,,
new york delicious pizza,766,2 ave,10017,2129861234,953,,,
cibo express gourmet market,767,2 ave,10017,2126811616,955,,,
calico jacks,800,2 ave,10017,2125574300,956,,,
chelsea bagel,800,2 ave,10017,2123687777,957,,,
dunkin donuts,800,2 ave,10017,2125991100,958,,,
ground central,800,2 ave,10017,6464845697,960,,,
mcfaddens,800,2 ave,10017,2129861515,961,,,
mighty quinns bbq,800,2 ave,10017,6464845697,962,,,
goodburger,800,2 ave,10017,2129221700,959,,,
patsys pizzeria,801,2 ave,10017,2128789600,963,,,
tres carnes,817,2 ave,10017,2129898737,965,,,
pizza rustica,817,2 ave,10017,2129535167,964,,,
east palace,819,2 ave,10017,2129497708,966,,,
sushi time,821,2 ave,10017,2128838983,967,,,
johns cafe resturant,823,2 ave,10017,2128674955,968,,,
cafe olympia,833,2 ave,10017,2128838383,969,,,
subway,834,2 ave,10017,2123004159,970,,,
just one more holding corp,837,2 ave,10017,2126877698,971,,,
45 deli market,839,2 ave,10017,2125572007,973,,,
palm too,840,2 ave,10017,2126975198,975,,,
palm,840,2 ave,10017,2126872953,972,,,
keats restaurant,842,2 ave,10017,2126825490,976,,,
la trattoria,844,2 ave,10017,2126835656,979,,,
teriyaki boy,844,2 ave,10017,9173882039,980,,,
99 miles to philly,844,2 ave,10017,2122979500,977,,,
blimpie,844,2 ave,10017,2126877990,978,,,
oceans eleven pizzeria,849,2 ave,10017,2122863639,981,,,
sido gourmet,849,2 ave,10017,2122863639,983,,,
oceans pizza,849,2 ave,10017,2127522143,982,,,
ali babas terrace,862,2 ave,10017,2128888622,986,,,
chazz palminteri ristorante italiano,890,2 ave,10017,9175180659,988,,,
ninos positano,890,2 ave,10017,2123555540,989,,,
